city_name,state_code,start_zip,end_zip
Cassoday,KS,66842,66842
Catharine,KS,67627,67627
Cawker City,KS,67430,67430
Cedar,KS,67628,67628
Cedar Point,KS,66843,66843
Cedar Vale,KS,67024,67024
Centerville,KS,66014,66014
Centralia,KS,66415,66415
Chanute,KS,66720,66720
Chapman,KS,67431,67431
Chase,KS,67524,67524
Chautauqua,KS,67334,67334
Cheney,KS,67025,67025
Cherokee,KS,66724,66724
Cherryvale,KS,67335,67335
Chetopa,KS,67336,67336
Cimarron,KS,67835,67835
Circleville,KS,66416,66416
Claflin,KS,67525,67525
Clay Center,KS,67432,67432
Clayton,KS,67629,67629
Clearwater,KS,67026,67026
Clifton,KS,66937,66937
Clyde,KS,66938,66938
Coats,KS,67028,67028
Coffeyville,KS,67337,67337
Colby,KS,67701,67701
Coldwater,KS,67029,67029
Collyer,KS,67631,67631
Colony,KS,66015,66015
Columbus,KS,66725,66725
Colwich,KS,67030,67030
Concordia,KS,66901,66901
Conway Springs,KS,67031,67031
Coolidge,KS,67836,67836
Copeland,KS,67837,67837
Corning,KS,66417,66417
Cottonwood Falls,KS,66845,66845
Council Grove,KS,66846,66846
Courtland,KS,66939,66939
Crestline,KS,66728,66728
Cuba,KS,66940,66940
Cummings,KS,66016,66016
Cunningham,KS,67035,67035
Damar,KS,67632,67632
Danville,KS,67036,67036
De Soto,KS,66018,66018
Dearing,KS,67340,67340
Deerfield,KS,67838,67838
Delia,KS,66418,66418
Delphos,KS,67436,67436
Denison,KS,66419,66419
Dennis,KS,67341,67341
Denton,KS,66017,66017
Derby,KS,67037,67037
Dexter,KS,67038,67038
Dighton,KS,67839,67839
Dodge City,KS,67801,67801
Dorrance,KS,67634,67634
Douglass,KS,67039,67039
Dover,KS,66420,66420
Downs,KS,67437,67437
Dresden,KS,67635,67635
Durham,KS,67438,67438
Dwight,KS,66849,66849
Easton,KS,66020,66020
Edgerton,KS,66021,66021
Edna,KS,67342,67342
Edson,KS,67733,67733
Edwardsville,KS,66113,66113
Effingham,KS,66023,66023
El Dorado,KS,67042,67042
Elbing,KS,67041,67041
Elk City,KS,67344,67344
Elk Falls,KS,67345,67345
Elkhart,KS,67950,67950
Ellinwood,KS,67526,67526
Ellis,KS,67637,67637
Ellsworth,KS,67439,67439
Elmdale,KS,66850,66850
Elsmore,KS,66732,66732
Elwood,KS,66024,66024
Emmett,KS,66422,66422
Emporia,KS,66801,66801
Englewood,KS,67840,67840
Ensign,KS,67841,67841
Enterprise,KS,67441,67441
Erie,KS,66733,66733
Esbon,KS,66941,66941
Eskridge,KS,66423,66423
Eudora,KS,66025,66025
Eureka,KS,67045,67045
Everest,KS,66424,66424
Fairview,KS,66425,66425
Fall River,KS,67047,67047
Falun,KS,67442,67442
Farlington,KS,66734,66734
Florence,KS,66851,66851
Fontana,KS,66026,66026
Ford,KS,67842,67842
Formoso,KS,66942,66942
Fort Dodge,KS,67843,67843
Fort Leavenworth,KS,66027,66027
Fort Riley,KS,66442,66442
Fort Scott,KS,66701,66701
Fostoria,KS,66426,66426
Fowler,KS,67844,67844
Frankfort,KS,66427,66427
Franklin,KS,66735,66735
Fredonia,KS,66736,66736
Freeport,KS,67049,67049
Frontenac,KS,66763,66763
Fulton,KS,66738,66738
Galena,KS,66739,66739
Galesburg,KS,66740,66740
Galva,KS,67443,67443
Garden City,KS,67846,67846
Garden Plain,KS,67050,67050
Gardner,KS,66030,66030
Garfield,KS,67529,67529
Garland,KS,66741,66741
Garnett,KS,66032,66032
Gas,KS,66742,66742
Gaylord,KS,67638,67638
Gem,KS,67734,67734
Geneseo,KS,67444,67444
Geuda Springs,KS,67051,67051
Girard,KS,66743,66743
Glade,KS,67639,67639
Glasco,KS,67445,67445
Glen Elder,KS,67446,67446
Goddard,KS,67052,67052
Goessel,KS,67053,67053
Goff,KS,66428,66428
Goodland,KS,67735,67735
Gorham,KS,67640,67640
Gove,KS,67736,67736
Grainfield,KS,67737,67737
Grantville,KS,66429,66429
Great Bend,KS,67530,67530
Greeley,KS,66033,66033
Green,KS,67447,67447
Greenleaf,KS,66943,66943
Greensburg,KS,67054,67054
Greenwich,KS,67055,67055
Grenola,KS,67346,67346
Gridley,KS,66852,66852
Grinnell,KS,67738,67738
Gypsum,KS,67448,67448
Haddam,KS,66944,66944
Halstead,KS,67056,67056
Hamilton,KS,66853,66853
Hanover,KS,66945,66945
Hanston,KS,67849,67849
Hardtner,KS,67057,67057
Harper,KS,67058,67058
Hartford,KS,66854,66854
Harveyville,KS,66431,66431
Havana,KS,67347,67347
Haven,KS,67543,67543
Havensville,KS,66432,66432
Haviland,KS,67059,67059
Hays,KS,67601,67601
Haysville,KS,67060,67060
Hazelton,KS,67061,67061
Healy,KS,67850,67850
Hepler,KS,66746,66746
Herington,KS,67449,67449
Herndon,KS,67739,67739
Hesston,KS,67062,67062
Hiawatha,KS,66434,66434
Highland,KS,66035,66035
Hill City,KS,67642,67642
Hillsboro,KS,67063,67063
Hillsdale,KS,66036,66036
Hoisington,KS,67544,67544
Holcomb,KS,67851,67851
Hollenberg,KS,66946,66946
Holton,KS,66436,66436
Holyrood,KS,67450,67450
Home,KS,66438,66438
Hope,KS,67451,67451
Horton,KS,66439,66439
Howard,KS,67349,67349
Hoxie,KS,67740,67740
Hoyt,KS,66440,66440
Hudson,KS,67545,67545
Hugoton,KS,67951,67951
Humboldt,KS,66748,66748
Hunter,KS,67452,67452
Hutchinson,KS,67501,67504
Independence,KS,67301,67301
Ingalls,KS,67853,67853
Inman,KS,67546,67546
Iola,KS,66749,66749
Isabel,KS,67065,67065
Iuka,KS,67066,67066
Jamestown,KS,66948,66948
Jennings,KS,67643,67643
Jetmore,KS,67854,67854
Jewell,KS,66949,66949
Johnson,KS,67855,67855
Junction City,KS,66441,66441
Kanopolis,KS,67454,67454
Kanorado,KS,67741,67741
Kansas City,KS,66101,66160
Kechi,KS,67067,67067
Kendall,KS,67857,67857
Kensington,KS,66951,66951
Kincaid,KS,66039,66039
Kingman,KS,67068,67068
Kinsley,KS,67547,67547
Kiowa,KS,67070,67070
Kirwin,KS,67644,67644
Kismet,KS,67859,67859
La Crosse,KS,67548,67548
La Harpe,KS,66751,66751
Lacygne,KS,66040,66040
Lake City,KS,67071,67071
Lakin,KS,67860,67860
Lamont,KS,66855,66855
Lancaster,KS,66041,66041
Lane,KS,66042,66042
Lansing,KS,66043,66043
Larned,KS,67550,67550
Latham,KS,67072,67072
Lawrence,KS,66044,66049
Le Roy,KS,66857,66857
Leavenworth,KS,66048,66048
Leawood,KS,66206,66211
Lebanon,KS,66952,66952
Lebo,KS,66856,66856
Lecompton,KS,66050,66050
Lehigh,KS,67073,67073
Lenexa,KS,66215,66285
Lenora,KS,67645,67645
Leon,KS,67074,67074
Leonardville,KS,66449,66449
Leoti,KS,67861,67861
Levant,KS,67743,67743
Lewis,KS,67552,67552
Liberal,KS,67901,67905
Liberty,KS,67351,67351
Liebenthal,KS,67553,67553
Lincoln,KS,67455,67455
Lincolnville,KS,66858,66858
Lindsborg,KS,67456,67456
Linn,KS,66953,66953
Linwood,KS,66052,66052
Little River,KS,67457,67457
Logan,KS,67646,67646
Long Island,KS,67647,67647
Longford,KS,67458,67458
Longton,KS,67352,67352
Lorraine,KS,67459,67459
Lost Springs,KS,66859,66859
Louisburg,KS,66053,66053
Lucas,KS,67648,67648
Ludell,KS,67744,67744
Luray,KS,67649,67649
Lyndon,KS,66451,66451
Lyons,KS,67554,67554
Macksville,KS,67557,67557
Madison,KS,66860,66860
Mahaska,KS,66955,66955
Maize,KS,67101,67101
Manhattan,KS,66502,66506
Mankato,KS,66956,66956
Manter,KS,67862,67862
Maple City,KS,67102,67102
Maple Hill,KS,66507,66507
Mapleton,KS,66754,66754
Marienthal,KS,67863,67863
Marion,KS,66861,66861
Marquette,KS,67464,67464
Marysville,KS,66508,66508
Matfield Green,KS,66862,66862
Mayetta,KS,66509,66509
Mayfield,KS,67103,67103
Mc Cracken,KS,67556,67556
Mc Cune,KS,66753,66753
Mc Donald,KS,67745,67745
Mc Farland,KS,66501,66501
Mc Louth,KS,66054,66054
Mcconnell Afb,KS,67221,67221
Mcpherson,KS,67460,67460
Meade,KS,67864,67864
Medicine Lodge,KS,67104,67104
Melvern,KS,66510,66510
Meriden,KS,66512,66512
Milan,KS,67105,67105
Milford,KS,66514,66514
Milton,KS,67106,67106
Miltonvale,KS,67466,67466
Minneapolis,KS,67467,67467
Minneola,KS,67865,67865
Mission,KS,66201,66222
Moline,KS,67353,67353
Montezuma,KS,67867,67867
Monument,KS,67747,67747
Moran,KS,66755,66755
Morganville,KS,67468,67468
Morland,KS,67650,67650
Morrill,KS,66515,66515
Morrowville,KS,66958,66958
Moscow,KS,67952,67952
Mound City,KS,66056,66056
Mound Valley,KS,67354,67354
Moundridge,KS,67107,67107
Mount Hope,KS,67108,67108
Mulberry,KS,66756,66756
Mullinville,KS,67109,67109
Mulvane,KS,67110,67110
Munden,KS,66959,66959
Murdock,KS,67111,67111
Muscotah,KS,66058,66058
Narka,KS,66960,66960
Nashville,KS,67112,67112
Natoma,KS,67651,67651
Neal,KS,66863,66863
Nekoma,KS,67559,67559
Neodesha,KS,66757,66757
Neosho Falls,KS,66758,66758
Neosho Rapids,KS,66864,66864
Ness City,KS,67560,67560
Netawaka,KS,66516,66516
New Albany,KS,66759,66759
New Cambria,KS,67470,67470
New Century,KS,66031,66031
Newton,KS,67114,67114
Nickerson,KS,67561,67561
Niotaze,KS,67355,67355
Norcatur,KS,67653,67653
North Newton,KS,67117,67117
Norton,KS,67654,67654
Nortonville,KS,66060,66060
Norway,KS,66961,66961
Norwich,KS,67118,67118
Oakley,KS,67748,67748
Oberlin,KS,67749,67749
Offerle,KS,67563,67563
Ogallah,KS,67656,67656
Ogden,KS,66517,66517
Oketo,KS,66518,66518
Olathe,KS,66051,66063
Olmitz,KS,67564,67564
Olpe,KS,66865,66865
Olsburg,KS,66520,66520
Onaga,KS,66521,66521
Oneida,KS,66522,66522
Opolis,KS,66760,66760
Osage City,KS,66523,66523
Osawatomie,KS,66064,66064
Osborne,KS,67473,67473
Oskaloosa,KS,66066,66066
Oswego,KS,67356,67356
Otis,KS,67565,67565
Ottawa,KS,66067,66067
Overbrook,KS,66524,66524
Overland Park,KS,66204,66283
Oxford,KS,67119,67119
Ozawkie,KS,66070,66070
Palco,KS,67657,67657
Palmer,KS,66962,66962
Paola,KS,66071,66071
Paradise,KS,67658,67658
Park,KS,67751,67751
Parker,KS,66072,66072
Parsons,KS,67357,67357
Partridge,KS,67566,67566
Pawnee Rock,KS,67567,67567
Paxico,KS,66526,66526
Peabody,KS,66866,66866
Peck,KS,67120,67120
Penokee,KS,67659,67659
Perry,KS,66073,66073
Peru,KS,67360,67360
Pfeifer,KS,67660,67660
Phillipsburg,KS,67661,67661
Piedmont,KS,67122,67122
Pierceville,KS,67868,67868
Piqua,KS,66761,66761
Pittsburg,KS,66762,66762
Plains,KS,67869,67869
Plainville,KS,67663,67663
Pleasanton,KS,66075,66075
Plevna,KS,67568,67568
Pomona,KS,66076,66076
Portis,KS,67474,67474
Potwin,KS,67123,67123
Powhattan,KS,66527,66527
Prairie View,KS,67664,67664
Prairie Village,KS,66208,66208
Pratt,KS,67124,67124
Prescott,KS,66767,66767
Pretty Prairie,KS,67570,67570
Princeton,KS,66078,66078
Protection,KS,67127,67127
Quenemo,KS,66528,66528
Quinter,KS,67752,67752
Ramona,KS,67475,67475
Randall,KS,66963,66963
Randolph,KS,66554,66554
Ransom,KS,67572,67572
Rantoul,KS,66079,66079
Raymond,KS,67573,67573
Reading,KS,66868,66868
Redfield,KS,66769,66769
Republic,KS,66964,66964
Rexford,KS,67753,67753
Richfield,KS,67953,67953
Richmond,KS,66080,66080
Riley,KS,66531,66531
Riverton,KS,66770,66770
Robinson,KS,66532,66532
Rock,KS,67131,67131
Rolla,KS,67954,67954
Rosalia,KS,67132,67132
Rose Hill,KS,67133,67133
Rossville,KS,66533,66533
Roxbury,KS,67476,67476
Rozel,KS,67574,67574
Rush Center,KS,67575,67575
Russell,KS,67665,67665
Sabetha,KS,66534,66534
Saint Francis,KS,67756,67756
Saint George,KS,66535,66535
Saint Marys,KS,66536,66536
Saint Paul,KS,66771,66771
Salina,KS,67401,67402
Satanta,KS,67870,67870
Savonburg,KS,66772,66772
Sawyer,KS,67134,67134
Scammon,KS,66773,66773
Scandia,KS,66966,66966
Schoenchen,KS,67667,67667
Scott City,KS,67871,67871
Scranton,KS,66537,66537
Sedan,KS,67361,67361
Sedgwick,KS,67135,67135
Selden,KS,67757,67757
Seneca,KS,66538,66538
Severy,KS,67137,67137
Sharon,KS,67138,67138
Sharon Springs,KS,67758,67758
Shawnee,KS,66203,66286
Shawnee Mission,KS,66276,66276
Silver Lake,KS,66539,66539
Simpson,KS,67478,67478
Smith Center,KS,66967,66967
Soldier,KS,66540,66540
Solomon,KS,67480,67480
South Haven,KS,67140,67140
South Hutchinson,KS,67505,67505
Spearville,KS,67876,67876
Spivey,KS,67142,67142
Spring Hill,KS,66083,66083
St John,KS,67576,67576
Stafford,KS,67578,67578
Stark,KS,66775,66775
Sterling,KS,67579,67579
Stilwell,KS,66085,66085
Stockton,KS,67669,67669
Strong City,KS,66869,66869
Sublette,KS,67877,67877
Summerfield,KS,66541,66541
Sun City,KS,67143,67143
Sycamore,KS,67363,67363
Sylvan Grove,KS,67481,67481
Sylvia,KS,67581,67581
Syracuse,KS,67878,67878
Talmage,KS,67482,67482
Tampa,KS,67483,67483
Tecumseh,KS,66542,66542
Tescott,KS,67484,67484
Thayer,KS,66776,66776
Tipton,KS,67485,67485
Tonganoxie,KS,66086,66086
Topeka,KS,66601,66699
Toronto,KS,66777,66777
Towanda,KS,67144,67144
Treece,KS,66778,66778
Tribune,KS,67879,67879
Troy,KS,66087,66087
Turon,KS,67583,67583
Tyro,KS,67364,67364
Udall,KS,67146,67146
Ulysses,KS,67880,67880
Uniontown,KS,66779,66779
Utica,KS,67584,67584
Valley Center,KS,67147,67147
Valley Falls,KS,66088,66088
Vassar,KS,66543,66543
Vermillion,KS,66544,66544
Victoria,KS,67671,67671
Viola,KS,67149,67149
Virgil,KS,66870,66870
Wakarusa,KS,66546,66546
Wakeeney,KS,67672,67672
Wakefield,KS,67487,67487
Waldo,KS,67673,67673
Waldron,KS,67150,67150
Walker,KS,67674,67674
Wallace,KS,67761,67761
Walnut,KS,66780,66780
Walton,KS,67151,67151
Wamego,KS,66547,66547
Washington,KS,66968,66968
Waterville,KS,66548,66548
Wathena,KS,66090,66090
Waverly,KS,66871,66871
Webber,KS,66970,66970
Weir,KS,66781,66781
Welda,KS,66091,66091
Wellington,KS,67152,67152
Wellsville,KS,66092,66092
Weskan,KS,67762,67762
West Mineral,KS,66782,66782
Westmoreland,KS,66549,66549
Westphalia,KS,66093,66093
Wetmore,KS,66550,66550
White City,KS,66872,66872
White Cloud,KS,66094,66094
Whitewater,KS,67154,67154
Whiting,KS,66552,66552
Wichita,KS,67201,67278
Williamsburg,KS,66095,66095
Wilmore,KS,67155,67155
Wilsey,KS,66873,66873
Wilson,KS,67490,67490
Winchester,KS,66097,66097
Windom,KS,67491,67491
Winfield,KS,67156,67156
Winona,KS,67764,67764
Woodbine,KS,67492,67492
Woodston,KS,67675,67675
Wright,KS,67882,67882
Yates Center,KS,66783,66783
Yoder,KS,67585,67585
Zenda,KS,67159,67159
Aberdeen,KY,42201,42201
Adairville,KY,42202,42202
Adams,KY,41201,41201
Adolphus,KY,42120,42120
Ages Brookside,KY,40801,40801
Albany,KY,42602,42602
Alexandria,KY,41001,41001
Allen,KY,41601,41601
Allensville,KY,42204,42204
Almo,KY,42020,42020
Alpha,KY,42603,42603
Alvaton,KY,42122,42122
Annville,KY,40402,40402
Argillite,KY,41121,41121
Arjay,KY,40902,40902
Arlington,KY,42021,42021
Artemus,KY,40903,40903
Ary,KY,41712,41712
Ashcamp,KY,41512,41512
Asher,KY,40803,40803
Ashland,KY,41101,41114
Auburn,KY,42206,42206
Augusta,KY,41002,41002
Austin,KY,42123,42123
Auxier,KY,41602,41602
Avawam,KY,41713,41713
Bagdad,KY,40003,40003
Bandana,KY,42022,42022
Banner,KY,41603,41603
Barbourville,KY,40906,40906
Bardstown,KY,40004,40004
Bardwell,KY,42023,42023
Barlow,KY,42024,42024
Baskett,KY,42402,42402
Battletown,KY,40104,40104
Baxter,KY,40806,40806
Bays,KY,41310,41310
Bear Branch,KY,41714,41714
Beattyville,KY,41311,41311
Beaumont,KY,42124,42124
Beauty,KY,41203,41203
Beaver,KY,41604,41604
Beaver Dam,KY,42320,42320
Bedford,KY,40006,40006
Bee Spring,KY,42207,42207
Beech Creek,KY,42321,42321
Beech Grove,KY,42322,42322
Beechmont,KY,42323,42323
Belcher,KY,41513,41513
Belfry,KY,41514,41514
Bellevue,KY,41073,41073
Belton,KY,42324,42324
Benham,KY,40807,40807
Benton,KY,42025,42025
Berea,KY,40403,40404
Berry,KY,41003,41003
Bethelridge,KY,42516,42516
Bethlehem,KY,40007,40007
Betsy Layne,KY,41605,41605
Beverly,KY,40913,40913
Bevinsville,KY,41606,41606
Big Clifty,KY,42712,42712
Big Creek,KY,40914,40914
Big Laurel,KY,40808,40808
Bighill,KY,40405,40405
Bimble,KY,40915,40915
Blackey,KY,41804,41804
Blaine,KY,41124,41124
Bledsoe,KY,40810,40810
Bloomfield,KY,40008,40008
Blue River,KY,41607,41607
Boaz,KY,42027,42027
Bonnieville,KY,42713,42713
Bonnyman,KY,41719,41719
Booneville,KY,41314,41314
Boons Camp,KY,41204,41204
Boston,KY,40107,40107
Bowling Green,KY,42101,42104
Bradfordsville,KY,40009,40009
Brandenburg,KY,40108,40108
Breeding,KY,42715,42715
Bremen,KY,42325,42325
Brodhead,KY,40409,40409
Bronston,KY,42518,42518
Brooks,KY,40109,40109
Brooksville,KY,41004,41004
Browder,KY,42326,42326
Brownsville,KY,42210,42210
Bryants Store,KY,40921,40921
Bryantsville,KY,40410,40410
Buckhorn,KY,41721,41721
Buckner,KY,40010,40010
Buffalo,KY,42716,42716
Bulan,KY,41722,41722
Burdine,KY,41517,41517
Burgin,KY,40310,40310
Burkesville,KY,42717,42717
Burlington,KY,41005,41005
Burna,KY,42028,42028
Burnside,KY,42519,42519
Bush,KY,40724,40724
Busy,KY,41723,41723
Butler,KY,41006,41006
Bypro,KY,41612,41612
Cadiz,KY,42211,42211
Calhoun,KY,42327,42327
California,KY,41007,41007
Calvert City,KY,42029,42029
Calvin,KY,40813,40813
Campbellsburg,KY,40011,40011
Campbellsville,KY,42718,42719
Campton,KY,41301,41301
Canada,KY,41519,41519
Cane Valley,KY,42720,42720
Caneyville,KY,42721,42721
Canmer,KY,42722,42722
Cannel City,KY,41408,41408
Cannon,KY,40923,40923
Carlisle,KY,40311,40311
Carrie,KY,41725,41725
Carrollton,KY,41008,41008
Carter,KY,41128,41128
Catlettsburg,KY,41129,41129
Cave City,KY,42127,42127
Cawood,KY,40815,40815
Cecilia,KY,42724,42724
Center,KY,42214,42214
Centertown,KY,42328,42328
Central City,KY,42330,42330
Cerulean,KY,42215,42215
Chaplin,KY,40012,40012
Chappell,KY,40816,40816
Chavies,KY,41727,41727
Clarkson,KY,42726,42726
Clay,KY,42404,42404
Clay City,KY,40312,40312
Clayhole,KY,41317,41317
Clearfield,KY,40313,40313
Cleaton,KY,42332,42332
Clermont,KY,40110,40110
Clifty,KY,42216,42216
Clinton,KY,42031,42031
Closplint,KY,40927,40927
Cloverport,KY,40111,40111
Coalgood,KY,40818,40818
Coldiron,KY,40819,40819
Columbia,KY,42728,42728
Columbus,KY,42032,42032
Combs,KY,41729,41729
Corbin,KY,40701,40702
Corinth,KY,41010,41010
Cornettsville,KY,41731,41731
Corydon,KY,42406,42406
Covington,KY,41011,41019
Coxs Creek,KY,40013,40013
Crab Orchard,KY,40419,40419
Cranks,KY,40820,40820
Crayne,KY,42033,42033
Crestwood,KY,40014,40014
Crittenden,KY,41030,41030
Crockett,KY,41413,41413
Crofton,KY,42217,42217
Cromona,KY,41810,41810
Cromwell,KY,42333,42333
Cub Run,KY,42729,42729
Cumberland,KY,40823,40823
Cunningham,KY,42035,42035
Curdsville,KY,42334,42334
Custer,KY,40115,40115
Cynthiana,KY,41031,41031
Dana,KY,41615,41615
Danville,KY,40422,40423
David,KY,41616,41616
Dawson Springs,KY,42408,42408
Dayhoit,KY,40824,40824
Dayton,KY,41074,41074
De Mossville,KY,41033,41033
Deane,KY,41812,41812
Debord,KY,41214,41214
Delphia,KY,41735,41735
Dema,KY,41859,41859
Denniston,KY,40316,40316
Denton,KY,41132,41132
Dewitt,KY,40930,40930
Dexter,KY,42036,42036
Dice,KY,41736,41736
Dixon,KY,42409,42409
Dorton,KY,41520,41520
Dover,KY,41034,41034
Drake,KY,42128,42128
Drakesboro,KY,42337,42337
Drift,KY,41619,41619
Dry Ridge,KY,41035,41035
Dunbar,KY,42219,42219
Dundee,KY,42338,42338
Dunmor,KY,42339,42339
Dunnville,KY,42528,42528
Dwale,KY,41621,41621
Dwarf,KY,41739,41739
Dycusburg,KY,42037,42037
Earlington,KY,42410,42410
East Bernstadt,KY,40729,40729
East Point,KY,41216,41216
Eastern,KY,41622,41622
Eastview,KY,42732,42732
Eastwood,KY,40018,40018
Eddyville,KY,42038,42038
Edmonton,KY,42129,42129
Eighty Eight,KY,42130,42130
Ekron,KY,40117,40117
Elizabethtown,KY,42701,42702
Elizaville,KY,41037,41037
Elk Horn,KY,42733,42733
Elkfork,KY,41421,41421
Elkhorn City,KY,41522,41522
Elkton,KY,42220,42220
Elliottville,KY,40317,40317
Emerson,KY,41135,41135
Eminence,KY,40019,40019
Emlyn,KY,40730,40730
Emmalena,KY,41740,41740
Eolia,KY,40826,40826
Erlanger,KY,41018,41025
Ermine,KY,41815,41815
Essie,KY,40827,40827
Etoile,KY,42131,42131
Eubank,KY,42567,42567
Evarts,KY,40828,40828
Ewing,KY,41039,41039
Ezel,KY,41425,41425
Fairdale,KY,40118,40118
Fairfield,KY,40020,40020
Fairview,KY,42221,42221
Falcon,KY,41426,41426
Fall Rock,KY,40932,40932
Falls Of Rough,KY,40119,40119
Falmouth,KY,41040,41040
Fancy Farm,KY,42039,42039
Farmers,KY,40319,40319
Farmington,KY,42040,42040
Fedscreek,KY,41524,41524
Ferguson,KY,42533,42533
Finchville,KY,40022,40022
Fisherville,KY,40023,40023
Fisty,KY,41743,41743
Flat Lick,KY,40935,40935
Flatgap,KY,41219,41219
Flatwoods,KY,41139,41139
Flemingsburg,KY,41041,41041
Florence,KY,41022,41042
Fords Branch,KY,41526,41526
Fordsville,KY,42343,42343
Forest Hills,KY,41527,41527
Fort Campbell,KY,42223,42223
Fort Knox,KY,40121,40122
Fort Thomas,KY,41075,41075
Foster,KY,41043,41043
Fountain Run,KY,42133,42133
Fourmile,KY,40939,40939
Frakes,KY,40940,40940
Frankfort,KY,40601,40622
Franklin,KY,42134,42135
Fredonia,KY,42411,42411
Freeburn,KY,41528,41528
Frenchburg,KY,40322,40322
Ft Mitchell,KY,41017,41017
Fulton,KY,42041,42041
Gamaliel,KY,42140,42140
Garfield,KY,40140,40140
Garner,KY,41817,41817
Garrard,KY,40941,40941
Garrett,KY,41630,41630
Garrison,KY,41141,41141
Gays Creek,KY,41745,41745
Georgetown,KY,40324,40324
Germantown,KY,41044,41044
Ghent,KY,41045,41045
Gilbertsville,KY,42044,42044
Girdler,KY,40943,40943
Glasgow,KY,42141,42142
Glencoe,KY,41046,41046
Glendale,KY,42740,42740
Glens Fork,KY,42741,42741
Glenview,KY,40025,40025
Goose Rock,KY,40944,40944
Gordon,KY,41819,41819
Goshen,KY,40026,40026
Gracey,KY,42232,42232
Gradyville,KY,42742,42742
Graham,KY,42344,42344
Grahn,KY,41142,41142
Grand Rivers,KY,42045,42045
Gravel Switch,KY,40328,40328
Gray,KY,40734,40734
Gray Hawk,KY,40434,40434
Grays Knob,KY,40829,40829
Grayson,KY,41143,41143
Green Road,KY,40946,40946
Greensburg,KY,42743,42743
Greenup,KY,41144,41144
Greenville,KY,42345,42345
Grethel,KY,41631,41631
Gulston,KY,40830,40830
Gunlock,KY,41632,41632
Guston,KY,40142,40142
Guthrie,KY,42234,42234
Hagerhill,KY,41222,41222
Hallie,KY,41821,41821
Hampton,KY,42047,42047
Hanson,KY,42413,42413
Happy,KY,41746,41746
Hardin,KY,42048,42048
Hardinsburg,KY,40143,40143
Hardy,KY,41531,41531
Hardyville,KY,42746,42746
Harlan,KY,40831,40831
Harned,KY,40144,40144
Harold,KY,41635,41635
Harrods Creek,KY,40027,40027
Harrodsburg,KY,40330,40330
Hartford,KY,42347,42347
Hawesville,KY,42348,42348
Hazard,KY,41701,41702
Hazel,KY,42049,42049
Hazel Green,KY,41332,41332
Hebron,KY,41021,41048
Heidrick,KY,40949,40949
Hellier,KY,41534,41534
Helton,KY,40840,40840
Henderson,KY,42419,42420
Herndon,KY,42236,42236
Hestand,KY,42151,42151
Hi Hat,KY,41636,41636
Hickman,KY,42050,42050
Hickory,KY,42051,42051
Hillsboro,KY,41049,41049
Hillview,KY,40129,40129
Hima,KY,40951,40951
Hindman,KY,41822,41822
Hinkle,KY,40953,40953
Hiseville,KY,42152,42152
Hitchins,KY,41146,41146
Hodgenville,KY,42748,42748
Holland,KY,42153,42153
Holmes Mill,KY,40843,40843
Hope,KY,40334,40334
Hopkinsville,KY,42240,42241
Horse Branch,KY,42349,42349
Horse Cave,KY,42749,42749
Hoskinston,KY,40844,40844
Huddy,KY,41535,41535
Hudson,KY,40145,40145
Hueysville,KY,41640,41640
Hulen,KY,40845,40845
Hustonville,KY,40437,40437
Hyden,KY,41749,41749
Independence,KY,41051,41051
Inez,KY,41224,41224
Ingram,KY,40955,40955
Irvine,KY,40336,40336
Irvington,KY,40146,40146
Island,KY,42350,42350
Isom,KY,41824,41824
Isonville,KY,41149,41149
Ivel,KY,41642,41642
Jackhorn,KY,41825,41825
Jackson,KY,41339,41339
Jamestown,KY,42629,42629
Jeff,KY,41751,41751
Jeffersonville,KY,40337,40337
Jenkins,KY,41537,41537
Jeremiah,KY,41826,41826
Jetson,KY,42252,42252
Jonancy,KY,41538,41538
Jonesville,KY,41052,41052
Junction City,KY,40440,40440
Keaton,KY,41226,41226
Keavy,KY,40737,40737
Keene,KY,40339,40339
Kenton,KY,41053,41053
Kenvir,KY,40847,40847
Kettle Island,KY,40958,40958
Kevil,KY,42053,42053
Kimper,KY,41539,41539
Kings Mountain,KY,40442,40442
Kirksey,KY,42054,42054
Kite,KY,41828,41828
Knifley,KY,42753,42753
Knob Lick,KY,42154,42154
Krypton,KY,41754,41754
Kuttawa,KY,42055,42055
La Center,KY,42056,42056
La Fayette,KY,42254,42254
La Grange,KY,40031,40032
Lackey,KY,41643,41643
Lancaster,KY,40444,40444
Langley,KY,41645,41645
Latonia,KY,41015,41015
Lawrenceburg,KY,40342,40342
Lebanon,KY,40033,40033
Lebanon Junction,KY,40150,40150
Leburn,KY,41831,41831
Ledbetter,KY,42058,42058
Leitchfield,KY,42754,42755
Lejunior,KY,40849,40849
Letcher,KY,41832,41832
Lewisburg,KY,42256,42256
Lewisport,KY,42351,42351
Lexington,KY,40502,40598
Liberty,KY,42539,42539
Lick Creek,KY,41540,41540
Lily,KY,40740,40740
Linefork,KY,41833,41833
Littcarr,KY,41834,41834
Livermore,KY,42352,42352
Livingston,KY,40445,40445
Lockport,KY,40036,40036
London,KY,40741,40750
Lone,KY,41347,41347
Lookout,KY,41542,41542
Loretto,KY,40037,40037
Lost Creek,KY,41348,41348
Louisa,KY,41230,41230
Louisville,KY,40201,40299
Lovelaceville,KY,42060,42060
Lovely,KY,41231,41231
Lowes,KY,42061,42061
